order_id,user_id,order_date,order_status,channel,reported_total_products,line_number,product_id,line_product_name,line_category,unit_price,quantity,line_discount_percentage,catalog_product_name,category,brand,catalog_price,catalog_discount_percentage,inventory,rating,reviews,sku,catalog_duplicate_flag,age,country,city,retailer_type,customer_name,product_name,country_original,channel_original,status_original,discount_percentage,revenue,price_segment,year,quarter,month,month_name,year_month,delivered_flag,canceled_flag,product_match_flag,user_match_flag,price_difference,price_difference_pct,data_quality_flag,valid_sales_flag
4,45,2024-11-26,shipped,Direct Sales,3,2,90,SpeedMax Sport Socks v5,Accessories,54.28,95.0,8.6,SpeedMax Sport Socks v5,Accessories,SpeedMax,54.28,8.6,381.0,3.9,370,SR-ACC-0090,False,42,Perú,Piura,Superstore,Maura Grau,SpeedMax Sport Socks v5,Perú,Direct Sales,shipped,8.6,5156.6,Medio,2024,4,11,Noviembre,2024-11,0,0,True,True,0.0,0.0,OK,True
4,45,2024-11-26,shipped,Direct Sales,3,3,85,PowerEdge Gym Bag v5,Accessories,57.4,44.0,8.1,PowerEdge Gym Bag v5,Accessories,PowerEdge,57.4,8.1,125.0,4.6,98,SR-ACC-0085,False,42,Perú,Piura,Superstore,Maura Grau,PowerEdge Gym Bag v5,Perú,Direct Sales,shipped,8.1,2525.6,Medio,2024,4,11,Noviembre,2024-11,0,0,True,True,0.0,0.0,OK,True
5,86,2024-03-03,shipped,Direct Sales,6,1,107,CoreFit Foam Roller v2,Equipment,69.74,87.0,19.1,CoreFit Foam Roller v2,Equipment,CoreFit,69.74,19.1,89.0,3.7,677,SR-EQU-0107,False,43,Chile,Concepción,Sports Chain,Camila Valenzuela,CoreFit Foam Roller v2,Chile,Direct Sales,shipped,19.1,6067.379999999999,Medio,2024,1,3,Marzo,2024-03,0,0,True,True,0.0,0.0,OK,True
5,86,2024-03-03,shipped,Direct Sales,6,2,95,SportRetail Pro Resistance Bands v5,Equipment,69.54,70.0,11.7,SportRetail Pro Resistance Bands v5,Equipment,SportRetail Pro,69.54,11.7,225.0,3.4,62,SR-EQU-0095,False,43,Chile,Concepción,Sports Chain,Camila Valenzuela,SportRetail Pro Resistance Bands v5,Chile,Direct Sales,shipped,11.7,4867.8,Medio,2024,1,3,Marzo,2024-03,0,0,True,True,0.0,0.0,OK,True
5,86,2024-03-03,shipped,Direct Sales,6,3,88,SportRetail Pro Sport Socks v3,Accessories,29.31,51.0,10.2,SportRetail Pro Sport Socks v3,Accessories,SportRetail Pro,29.31,10.2,284.0,4.4,717,SR-ACC-0088,False,43,Chile,Concepción,Sports Chain,Camila Valenzuela,SportRetail Pro Sport Socks v3,Chile,Direct Sales,shipped,10.2,1494.81,Económico,2024,1,3,Marzo,2024-03,0,0,True,True,0.0,0.0,OK,True
5,86,2024-03-03,shipped,Direct Sales,6,4,117,SpeedMax Agility Ladder v2,Equipment,47.29,32.0,19.7,SpeedMax Agility Ladder v2,Equipment,SpeedMax,47.29,19.7,136.0,4.6,299,SR-EQU-0117,False,43,Chile,Concepción,Sports Chain,Camila Valenzuela,SpeedMax Agility Ladder v2,Chile,Direct Sales,shipped,19.7,1513.28,Económico,2024,1,3,Marzo,2024-03,0,0,True,True,0.0,0.0,OK,True
5,86,2024-03-03,shipped,Direct Sales,6,5,68,PowerEdge Water Bottle v3,Accessories,32.86,103.0,6.8,PowerEdge Water Bottle v3,Accessories,PowerEdge,32.86,6.8,163.0,4.7,92,SR-ACC-0068,False,43,Chile,Concepción,Sports Chain,Camila Valenzuela,PowerEdge Water Bottle v3,Chile,Direct Sales,shipped,6.8,3384.58,Económico,2024,1,3,Marzo,2024-03,0,0,True,True,0.0,0.0,OK,True
5,86,2024-03-03,shipped,Direct Sales,6,6,12,AthletX Training Shoes v2,Footwear,222.62,33.0,13.5,AthletX Training Shoes v2,Footwear,AthletX,222.62,13.5,382.0,4.0,607,SR-FOO-0012,False,43,Chile,Concepción,Sports Chain,Camila Valenzuela,AthletX Training Shoes v2,Chile,Direct Sales,shipped,13.5,7346.46,Premium,2024,1,3,Marzo,2024-03,0,0,True,True,0.0,0.0,OK,True
6,65,2024-03-24,shipped,Distributor,5,1,107,CoreFit Foam Roller v2,Equipment,69.74,89.0,19.1,CoreFit Foam Roller v2,Equipment,CoreFit,69.74,19.1,89.0,3.7,677,SR-EQU-0107,False,47,Argentina,Tucumán,Department Store,Josefina Duarte,CoreFit Foam Roller v2,Argentina,Distributor,shipped,19.1,6206.86,Medio,2024,1,3,Marzo,2024-03,0,0,True,True,0.0,0.0,OK,True
6,65,2024-03-24,shipped,Distributor,5,2,95,SportRetail Pro Resistance Bands v5,Equipment,69.54,103.0,11.7,SportRetail Pro Resistance Bands v5,Equipment,SportRetail Pro,69.54,11.7,225.0,3.4,62,SR-EQU-0095,False,47,Argentina,Tucumán,Department Store,Josefina Duarte,SportRetail Pro Resistance Bands v5,Argentina,Distributor,shipped,11.7,7162.620000000001,Medio,2024,1,3,Marzo,2024-03,0,0,True,True,0.0,0.0,OK,True
6,65,2024-03-24,shipped,Distributor,5,3,114,SpeedMax Training Gloves v4,Equipment,23.85,81.0,24.8,SpeedMax Training Gloves v4,Equipment,SpeedMax,23.85,24.8,467.0,2.8,130,SR-EQU-0114,False,47,Argentina,Tucumán,Department Store,Josefina Duarte,SpeedMax Training Gloves v4,Argentina,Distributor,shipped,24.8,1931.8500000000001,Económico,2024,1,3,Marzo,2024-03,0,0,True,True,0.0,0.0,OK,True
6,65,2024-03-24,shipped,Distributor,5,4,68,PowerEdge Water Bottle v3,Accessories,32.86,25.0,6.8,PowerEdge Water Bottle v3,Accessories,PowerEdge,32.86,6.8,163.0,4.7,92,SR-ACC-0068,False,47,Argentina,Tucumán,Department Store,Josefina Duarte,PowerEdge Water Bottle v3,Argentina,Distributor,shipped,6.8,821.5,Económico,2024,1,3,Marzo,2024-03,0,0,True,True,0.0,0.0,OK,True
6,65,2024-03-24,shipped,Distributor,5,5,5,SportRetail Pro Running Shoes v5,Footwear,135.77,93.0,8.6,SportRetail Pro Running Shoes v5,Footwear,SportRetail Pro,135.77,8.6,135.0,4.5,757,SR-FOO-0005,False,47,Argentina,Tucumán,Department Store,Josefina Duarte,SportRetail Pro Running Shoes v5,Argentina,Distributor,shipped,8.6,12626.61,Medio,2024,1,3,Marzo,2024-03,0,0,True,True,0.0,0.0,OK,True
7,47,2024-08-15,delivered,Distributor,6,1,93,SportRetail Pro Resistance Bands v3,Equipment,94.1,100.0,7.4,SportRetail Pro Resistance Bands v3,Equipment,SportRetail Pro,94.1,7.4,184.0,2.9,24,SR-EQU-0093,False,28,Colombia,Barranquilla,Department Store,Elvia Sandoval,SportRetail Pro Resistance Bands v3,Colombia,Distributor,delivered,7.4,9410.0,Medio,2024,3,8,Agosto,2024-08,1,0,True,True,0.0,0.0,OK,True
7,47,2024-08-15,delivered,Distributor,6,2,31,SportRetail Pro Performance T-Shirt v1,Apparel,38.11,34.0,0.1,SportRetail Pro Performance T-Shirt v1,Apparel,SportRetail Pro,38.11,0.1,199.0,3.2,475,SR-APP-0031,False,28,Colombia,Barranquilla,Department Store,Elvia Sandoval,SportRetail Pro Performance T-Shirt v1,Colombia,Distributor,delivered,0.1,1295.74,Económico,2024,3,8,Agosto,2024-08,1,0,True,True,0.0,0.0,OK,True
7,47,2024-08-15,delivered,Distributor,6,3,57,CoreFit Sports Bra v2,Apparel,64.26,44.0,7.4,CoreFit Sports Bra v2,Apparel,CoreFit,64.26,7.4,65.0,3.0,690,SR-APP-0057,False,28,Colombia,Barranquilla,Department Store,Elvia Sandoval,CoreFit Sports Bra v2,Colombia,Distributor,delivered,7.4,2827.44,Medio,2024,3,8,Agosto,2024-08,1,0,True,True,0.0,0.0,OK,True
7,47,2024-08-15,delivered,Distributor,6,4,79,UrbanSport Headband v4,Accessories,87.1,105.0,18.0,UrbanSport Headband v4,Accessories,UrbanSport,87.1,18.0,398.0,,328,SR-ACC-0079,False,28,Colombia,Barranquilla,Department Store,Elvia Sandoval,UrbanSport Headband v4,Colombia,Distributor,delivered,18.0,9145.5,Medio,2024,3,8,Agosto,2024-08,1,0,True,True,0.0,0.0,Calificación nula,True
7,47,2024-08-15,delivered,Distributor,6,5,37,SpeedMax Training Shorts v2,Apparel,34.4,111.0,16.1,SpeedMax Training Shorts v2,Apparel,SpeedMax,34.4,16.1,234.0,,779,SR-APP-0037,False,28,Colombia,Barranquilla,Department Store,Elvia Sandoval,SpeedMax Training Shorts v2,Colombia,Distributor,delivered,16.1,3818.3999999999996,Económico,2024,3,8,Agosto,2024-08,1,0,True,True,0.0,0.0,Calificación nula,True
7,47,2024-08-15,delivered,Distributor,6,6,97,UrbanSport Jump Rope v2,Equipment,105.17,91.0,2.1,UrbanSport Jump Rope v2,Equipment,UrbanSport,105.17,2.1,127.0,2.8,792,SR-EQU-0097,False,28,Colombia,Barranquilla,Department Store,Elvia Sandoval,UrbanSport Jump Rope v2,Colombia,Distributor,delivered,2.1,9570.47,Medio,2024,3,8,Agosto,2024-08,1,0,True,True,0.0,0.0,OK,True
8,65,2024-02-10,confirmed,Direct Sales,5,1,54,SpeedMax Football Jersey v4,Apparel,118.95,82.0,4.8,SpeedMax Football Jersey v4,Apparel,SpeedMax,118.95,4.8,22.0,4.3,11,SR-APP-0054,False,47,Argentina,Tucumán,Department Store,Josefina Duarte,SpeedMax Football Jersey v4,Argentina,Direct Sales,confirmed,4.8,9753.9,Medio,2024,1,2,Febrero,2024-02,0,0,True,True,0.0,0.0,OK,True
8,65,2024-02-10,confirmed,Direct Sales,5,2,21,SpeedMax Football Boots v1,Footwear,268.04,37.0,4.1,SpeedMax Football Boots v1,Footwear,SpeedMax,268.04,4.1,270.0,4.7,443,SR-FOO-0021,False,47,Argentina,Tucumán,Department Store,Josefina Duarte,SpeedMax Football Boots v1,Argentina,Direct Sales,confirmed,4.1,9917.480000000001,Premium,2024,1,2,Febrero,2024-02,0,0,True,True,0.0,0.0,OK,True
8,65,2024-02-10,confirmed,Direct Sales,5,3,105,UrbanSport Yoga Mat v5,Equipment,61.91,66.0,2.0,UrbanSport Yoga Mat v5,Equipment,UrbanSport,61.91,2.0,20.0,4.7,762,SR-EQU-0105,False,47,Argentina,Tucumán,Department Store,Josefina Duarte,UrbanSport Yoga Mat v5,Argentina,Direct Sales,confirmed,2.0,4086.06,Medio,2024,1,2,Febrero,2024-02,0,0,True,True,0.0,0.0,OK,True
8,65,2024-02-10,confirmed,Direct Sales,5,4,26,SpeedMax Tennis Shoes v1,Footwear,236.69,75.0,4.8,SpeedMax Tennis Shoes v1,Footwear,SpeedMax,236.69,4.8,49.0,4.1,372,SR-FOO-0026,False,47,Argentina,Tucumán,Department Store,Josefina Duarte,SpeedMax Tennis Shoes v1,Argentina,Direct Sales,confirmed,4.8,17751.75,Premium,2024,1,2,Febrero,2024-02,0,0,True,True,0.0,0.0,Revenue extremo por IQR,True
8,65,2024-02-10,confirmed,Direct Sales,5,5,103,PowerEdge Yoga Mat v3,Equipment,29.15,96.0,6.6,PowerEdge Yoga Mat v3,Equipment,PowerEdge,29.15,6.6,72.0,2.7,179,SR-EQU-0103,False,47,Argentina,Tucumán,Department Store,Josefina Duarte,PowerEdge Yoga Mat v3,Argentina,Direct Sales,confirmed,6.6,2798.3999999999996,Económico,2024,1,2,Febrero,2024-02,0,0,True,True,0.0,0.0,OK,True
9,35,2024-07-17,shipped,Distributor,4,1,116,SpeedMax Agility Ladder v1,Equipment,33.11,60.0,15.0,SpeedMax Agility Ladder v1,Equipment,SpeedMax,33.11,15.0,382.0,4.7,81,SR-EQU-0116,False,42,Argentina,Tucumán,Independent,Mateo Ramirez,SpeedMax Agility Ladder v1,Argentina,Distributor,shipped,15.0,1986.6,Económico,2024,3,7,Julio,2024-07,0,0,True,True,0.0,0.0,OK,True
9,35,2024-07-17,shipped,Distributor,4,2,66,UrbanSport Water Bottle v1,Accessories,44.14,33.0,22.7,UrbanSport Water Bottle v1,Accessories,UrbanSport,44.14,22.7,228.0,4.7,771,SR-ACC-0066,False,42,Argentina,Tucumán,Independent,Mateo Ramirez,UrbanSport Water Bottle v1,Argentina,Distributor,shipped,22.7,1456.6200000000001,Económico,2024,3,7,Julio,2024-07,0,0,True,True,0.0,0.0,OK,True
9,35,2024-07-17,shipped,Distributor,4,3,19,SportRetail Pro Slides v4,Footwear,264.05,118.0,22.0,SportRetail Pro Slides v4,Footwear,SportRetail Pro,264.05,22.0,425.0,4.5,255,SR-FOO-0019,False,42,Argentina,Tucumán,Independent,Mateo Ramirez,SportRetail Pro Slides v4,Argentina,Distributor,shipped,22.0,31157.9,Premium,2024,3,7,Julio,2024-07,0,0,True,True,0.0,0.0,Revenue extremo por IQR,True
9,35,2024-07-17,shipped,Distributor,4,4,107,CoreFit Foam Roller v2,Equipment,69.74,8.0,19.1,CoreFit Foam Roller v2,Equipment,CoreFit,69.74,19.1,89.0,3.7,677,SR-EQU-0107,False,42,Argentina,Tucumán,Independent,Mateo Ramirez,CoreFit Foam Roller v2,Argentina,Distributor,shipped,19.1,557.92,Medio,2024,3,7,Julio,2024-07,0,0,True,True,0.0,0.0,OK,True
10,11,2024-05-27,delivered,Direct Sales,3,1,29,SportRetail Pro Tennis Shoes v4,Footwear,154.7,17.0,21.5,SportRetail Pro Tennis Shoes v4,Footwear,SportRetail Pro,154.7,21.5,281.0,2.7,677,SR-FOO-0029,False,45,Perú,Piura,Online Retailer,Flavio Ramos,SportRetail Pro Tennis Shoes v4,Perú,Direct Sales,delivered,21.5,2629.8999999999996,Medio,2024,2,5,Mayo,2024-05,1,0,True,True,0.0,0.0,OK,True
10,11,2024-05-27,delivered,Direct Sales,3,2,4,AthletX Running Shoes v4,Footwear,212.08,88.0,8.5,AthletX Running Shoes v4,Footwear,AthletX,212.08,8.5,79.0,3.0,791,SR-FOO-0004,False,45,Perú,Piura,Online Retailer,Flavio Ramos,AthletX Running Shoes v4,Perú,Direct Sales,delivered,8.5,18663.04,Premium,2024,2,5,Mayo,2024-05,1,0,True,True,0.0,0.0,Revenue extremo por IQR,True
10,11,2024-05-27,delivered,Direct Sales,3,3,41,CoreFit Track Jacket v1,Apparel,32.7,23.0,2.7,CoreFit Track Jacket v1,Apparel,CoreFit,32.7,2.7,283.0,2.9,298,SR-APP-0041,False,45,Perú,Piura,Online Retailer,Flavio Ramos,CoreFit Track Jacket v1,Perú,Direct Sales,delivered,2.7,752.1,Económico,2024,2,5,Mayo,2024-05,1,0,True,True,0.0,0.0,OK,True
11,98,2024-07-21,delivered,Distributor,6,1,61,AthletX Sport Backpack v1,Accessories,63.82,7.0,5.6,AthletX Sport Backpack v1,Accessories,AthletX,63.82,5.6,101.0,2.9,57,SR-ACC-0061,False,27,Perú,Lima,Superstore,Chita Rey,AthletX Sport Backpack v1,Perú,Distributor,delivered,5.6,446.74,Medio,2024,3,7,Julio,2024-07,1,0,True,True,0.0,0.0,OK,True
11,98,2024-07-21,delivered,Distributor,6,2,58,AthletX Sports Bra v3,Apparel,87.71,111.0,7.5,AthletX Sports Bra v3,Apparel,AthletX,87.71,7.5,280.0,4.6,321,SR-APP-0058,False,27,Perú,Lima,Superstore,Chita Rey,AthletX Sports Bra v3,Perú,Distributor,delivered,7.5,9735.81,Medio,2024,3,7,Julio,2024-07,1,0,True,True,0.0,0.0,OK,True
11,98,2024-07-21,delivered,Distributor,6,3,79,UrbanSport Headband v4,Accessories,87.1,98.0,18.0,UrbanSport Headband v4,Accessories,UrbanSport,87.1,18.0,398.0,,328,SR-ACC-0079,False,27,Perú,Lima,Superstore,Chita Rey,UrbanSport Headband v4,Perú,Distributor,delivered,18.0,8535.8,Medio,2024,3,7,Julio,2024-07,1,0,True,True,0.0,0.0,Calificación nula,True
11,98,2024-07-21,delivered,Distributor,6,4,1,PowerEdge Running Shoes v1,Footwear,80.05,59.0,18.5,PowerEdge Running Shoes v1,Footwear,PowerEdge,80.05,18.5,125.0,3.1,764,SR-FOO-0001,False,27,Perú,Lima,Superstore,Chita Rey,PowerEdge Running Shoes v1,Perú,Distributor,delivered,18.5,4722.95,Medio,2024,3,7,Julio,2024-07,1,0,True,True,0.0,0.0,OK,True
11,98,2024-07-21,delivered,Distributor,6,5,116,SpeedMax Agility Ladder v1,Equipment,33.11,41.0,15.0,SpeedMax Agility Ladder v1,Equipment,SpeedMax,33.11,15.0,382.0,4.7,81,SR-EQU-0116,False,27,Perú,Lima,Superstore,Chita Rey,SpeedMax Agility Ladder v1,Perú,Distributor,delivered,15.0,1357.51,Económico,2024,3,7,Julio,2024-07,1,0,True,True,0.0,0.0,OK,True
11,98,2024-07-21,delivered,Distributor,6,6,11,UrbanSport Training Shoes v1,Footwear,252.18,20.0,7.9,UrbanSport Training Shoes v1,Footwear,UrbanSport,252.18,7.9,335.0,3.7,668,SR-FOO-0011,False,27,Perú,Lima,Superstore,Chita Rey,UrbanSport Training Shoes v1,Perú,Distributor,delivered,7.9,5043.6,Premium,2024,3,7,Julio,2024-07,1,0,True,True,0.0,0.0,OK,True
12,9,2024-09-01,delivered,E-commerce B2B,1,1,108,UrbanSport Foam Roller v3,Equipment,56.41,120.0,20.4,UrbanSport Foam Roller v3,Equipment,UrbanSport,56.41,20.4,496.0,2.7,366,SR-EQU-0108,False,29,Colombia,Cali,Department Store,Anderson Estrada,UrbanSport Foam Roller v3,Colombia,E-commerce B2B,delivered,20.4,6769.2,Medio,2024,3,9,Septiembre,2024-09,1,0,True,True,0.0,0.0,OK,True
13,31,2024-09-01,shipped,Distributor,6,1,19,SportRetail Pro Slides v4,Footwear,264.05,35.0,22.0,SportRetail Pro Slides v4,Footwear,SportRetail Pro,264.05,22.0,425.0,4.5,255,SR-FOO-0019,False,31,Perú,Trujillo,Superstore,Jesusa Hervia,SportRetail Pro Slides v4,Perú,Distributor,shipped,22.0,9241.75,Premium,2024,3,9,Septiembre,2024-09,0,0,True,True,0.0,0.0,OK,True
13,31,2024-09-01,shipped,Distributor,6,2,38,UrbanSport Training Shorts v3,Apparel,129.83,28.0,24.9,UrbanSport Training Shorts v3,Apparel,UrbanSport,129.83,24.9,37.0,3.8,528,SR-APP-0038,False,31,Perú,Trujillo,Superstore,Jesusa Hervia,UrbanSport Training Shorts v3,Perú,Distributor,shipped,24.9,3635.2400000000002,Medio,2024,3,9,Septiembre,2024-09,0,0,True,True,0.0,0.0,OK,True
13,31,2024-09-01,shipped,Distributor,6,3,55,PowerEdge Football Jersey v5,Apparel,99.14,15.0,18.5,PowerEdge Football Jersey v5,Apparel,PowerEdge,99.14,18.5,343.0,3.0,451,SR-APP-0055,False,31,Perú,Trujillo,Superstore,Jesusa Hervia,PowerEdge Football Jersey v5,Perú,Distributor,shipped,18.5,1487.1,Medio,2024,3,9,Septiembre,2024-09,0,0,True,True,0.0,0.0,OK,True
13,31,2024-09-01,shipped,Distributor,6,4,1,PowerEdge Running Shoes v1,Footwear,80.05,51.0,18.5,PowerEdge Running Shoes v1,Footwear,PowerEdge,80.05,18.5,125.0,3.1,764,SR-FOO-0001,False,31,Perú,Trujillo,Superstore,Jesusa Hervia,PowerEdge Running Shoes v1,Perú,Distributor,shipped,18.5,4082.5499999999997,Medio,2024,3,9,Septiembre,2024-09,0,0,True,True,0.0,0.0,OK,True
13,31,2024-09-01,shipped,Distributor,6,5,79,UrbanSport Headband v4,Accessories,87.1,72.0,18.0,UrbanSport Headband v4,Accessories,UrbanSport,87.1,18.0,398.0,,328,SR-ACC-0079,False,31,Perú,Trujillo,Superstore,Jesusa Hervia,UrbanSport Headband v4,Perú,Distributor,shipped,18.0,6271.2,Medio,2024,3,9,Septiembre,2024-09,0,0,True,True,0.0,0.0,Calificación nula,True
13,31,2024-09-01,shipped,Distributor,6,6,46,SportRetail Pro Compression Tights v1,Apparel,118.88,105.0,5.3,SportRetail Pro Compression Tights v1,Apparel,SportRetail Pro,118.88,5.3,127.0,4.2,372,SR-APP-0046,False,31,Perú,Trujillo,Superstore,Jesusa Hervia,SportRetail Pro Compression Tights v1,Perú,Distributor,shipped,5.3,12482.4,Medio,2024,3,9,Septiembre,2024-09,0,0,True,True,0.0,0.0,OK,True
14,6,2024-11-06,delivered,E-commerce B2B,6,1,50,SpeedMax Compression Tights v5,Apparel,58.46,105.0,20.5,SpeedMax Compression Tights v5,Apparel,SpeedMax,58.46,20.5,446.0,3.1,34,SR-APP-0050,False,30,Chile,Valparaíso,Independent,Roxana Jara,SpeedMax Compression Tights v5,Chile,E-commerce B2B,delivered,20.5,6138.3,Medio,2024,4,11,Noviembre,2024-11,1,0,True,True,0.0,0.0,OK,True
14,6,2024-11-06,delivered,E-commerce B2B,6,2,48,SpeedMax Compression Tights v3,Apparel,22.73,35.0,18.4,SpeedMax Compression Tights v3,Apparel,SpeedMax,22.73,18.4,170.0,4.5,431,SR-APP-0048,False,30,Chile,Valparaíso,Independent,Roxana Jara,SpeedMax Compression Tights v3,Chile,E-commerce B2B,delivered,18.4,795.5500000000001,Económico,2024,4,11,Noviembre,2024-11,1,0,True,True,0.0,0.0,OK,True
14,6,2024-11-06,delivered,E-commerce B2B,6,3,33,UrbanSport Performance T-Shirt v3,Apparel,100.93,85.0,1.5,UrbanSport Performance T-Shirt v3,Apparel,UrbanSport,100.93,1.5,160.0,2.6,608,SR-APP-0033,False,30,Chile,Valparaíso,Independent,Roxana Jara,UrbanSport Performance T-Shirt v3,Chile,E-commerce B2B,delivered,1.5,8579.050000000001,Medio,2024,4,11,Noviembre,2024-11,1,0,True,True,0.0,0.0,OK,True
14,6,2024-11-06,delivered,E-commerce B2B,6,4,96,SportRetail Pro Jump Rope v1,Equipment,93.1,79.0,10.0,SportRetail Pro Jump Rope v1,Equipment,SportRetail Pro,93.1,10.0,37.0,3.9,712,SR-EQU-0096,False,30,Chile,Valparaíso,Independent,Roxana Jara,SportRetail Pro Jump Rope v1,Chile,E-commerce B2B,delivered,10.0,7354.9,Medio,2024,4,11,Noviembre,2024-11,1,0,True,True,0.0,0.0,OK,True
14,6,2024-11-06,delivered,E-commerce B2B,6,5,3,AthletX Running Shoes v3,Footwear,216.1,47.0,17.5,AthletX Running Shoes v3,Footwear,AthletX,216.1,17.5,214.0,3.1,613,SR-FOO-0003,False,30,Chile,Valparaíso,Independent,Roxana Jara,AthletX Running Shoes v3,Chile,E-commerce B2B,delivered,17.5,10156.699999999999,Premium,2024,4,11,Noviembre,2024-11,1,0,True,True,0.0,0.0,OK,True
14,6,2024-11-06,delivered,E-commerce B2B,6,6,46,SportRetail Pro Compression Tights v1,Apparel,118.88,50.0,5.3,SportRetail Pro Compression Tights v1,Apparel,SportRetail Pro,118.88,5.3,127.0,4.2,372,SR-APP-0046,False,30,Chile,Valparaíso,Independent,Roxana Jara,SportRetail Pro Compression Tights v1,Chile,E-commerce B2B,delivered,5.3,5944.0,Medio,2024,4,11,Noviembre,2024-11,1,0,True,True,0.0,0.0,OK,True
